sentiment	productId	userId	summary	text	helpfulY	helpfulN
		A9NXTC0HTPSDO	My Picky Cat LOVES this food!	"I was advised to try this food by a worker at Petco when I was having difficulty finding wet cat food that my cat would like.  His wet food 3oz per day would sit in his dish for hours with him only touching a little bit of it.  It was a total waste of money for me.<br /><br />At first I was questioning the quality of the food because it was set in between the cheaper low supermarket brand cat foods instead of it being placed near the higher quality foods like Wellness, Natural Balanace, Blue Buffalo etc.  The worker said.... ""just try one 3oz can and see if your cat likes it.""  I looked at the ingredients and it looked like a pretty good food list.  I give my cat a dry combo of Nature's Variety Rabbit Food with Blue Buffalo adult so I know he is getting great dry food in his system so I wasn't too worried about the wet not being up to the level of the dry as long as the food wasn't full of crappy stuff.<br /><br />Well I gave him him the Shrimp flavored one first the other day and he literally ate it in 3 or 4 minutes without stopping to take a break.  I then went back to Petco to buy some more Shrimp and figured I should just try all of the flavors.  Well, there wasn't much to choose from.  Apparently cat owners are getting told about this wonderful food and the stores are running low on it.  I picked up the Chicken & Pumpkin(gone in 3 minutes again yesterday) as well as the Tuna in Gravy ( ate it this morning in less than no time) so I am really glad the Petco worker suggested this food for me.<br /><br />The foods come either in a gelee or a gravy.  My cat loves both of them.  I hate to tell more cat owners about this food in fear that the shelves will be completely empty when I need cat food but I just couldn't help spreading the good news about this new food I found.<br /><br />I would not hesitate trying this food.  It seems to be a winner in my house!!"	1	0
		ANQZZKNA5HKJN	I haven't foung anything better.	I have tried both the sweet and spicy, and the peppered. Of the bags I have tried so far, all have been exceptionally tasty. Great flavor and texture. Have yet to have a piece with any nasty chewy fat like you get in every bag of Jack Links.	0	0
		A1PRAQGIYUAGCM	Great product and service as always...	First time I tried this.  Ordered it for a friend who has trouble sleeping.  She said it helped.  I will start on it as soon as my current supply of magnesium citrate is depleted.  Gread product and service as always...	3	2
		AWFI7DXIJ4A8R	The Best Thing Since Sliced Bread!	I first had Udi's white sandwich bread at a restaurant.  I spit it out because it was so good that I was sure they must have screwed up and given me regular bread.  But they hadn't, and thus began my love affair with Udi's bread.<br /><br />My husband doesn't have celiac disease but he still loves this bread.  The only reason he doesn't eat it all the time is because of the expense.<br /><br />The ends/heels of this bread can be hard so I grind them up in my food processor and freeze them for later use in recipes that call for bread crumbs.<br /><br />Highly recommended!	3	0
		A3OMKFBTE9YMGR	Wonderful Peach Flavor	I love the flavor of peach tea, but finding it can be quite a problem.  Now, I can serve it anytime.  I add the sugar free peach syrup and some lemon to a pitcher or glass of tea, and everyone is happy.  The flavor is marvelous - not too sweet or too tart.  I love all of the Torani flavors, but peach is the family favorite.  It also works well on ice cream, yogurt, even scones with cream cheese.  The delivery was fast and the product was well packaged.	0	0
		A3NTY6DQW4P8KH	SO STINKY- DOGS GO NUTS!	Our vet sells these so I grabbed them in bulk.  My dogs go insane for these little treats.  I personally believe it is because they are really smelly so it gets their slobber going!<br /><br />My best advise is to take them and shove them into rawhides or other items that you want a long chew.  Great bang for the buck, 2 of these little treats shoved into the ends of rawhide rolls gives both dogs a good 45 min of chew time.<br /><br />They make a cat version too that our cats totally dig.  BEWARE- these kind of treats must be locked up or they will be eaten.	1	0
		A3MDETK0D5UAIN	Nasty Taste! Make You Gag!	This stuff tastes so nasty I wanted to gag. The aftertaste is hard to get rid of. I am not a diet soda drinker but this reminded me of the aftertaste from diet drinks. I tried mouthwash and brushed my teeth but it still lingered and made my tongue feel raw and my teeth gritty like it was taking  the enamel off.	0	1
		A1N655X9X7C6QY	LITTLE PRINCEY LOVES IT !	"I'm giving this 5 full stars. because my little Princey LOVES this food.<br /><br />I change my dogs' diets periodically and they let me know if its a winner or not--right away.<br /><br />Little Prince whos' a Maltese by the way --is very picky  and can tell right away if it smells good and if it tastes good...and if he wants to eat it.<br /><br />He went to this food immediately AND began to eat it without a long  major sniff test first.Just one look was all it took...and he was chowing down.<br /><br />Prince is only fed the best foods--so he knows what good smells like.<br /><br />But this food--sadly--made him want to eat--smelled great to him---but this food is the "" Big Mac ""  of Dog Foods.<br /><br />First ingredient is BEEF and then SOYBEAN MEAL and ANIMAL FAT.<br /><br />This is not the ingredients of a top notch food..<br /><br />It tastes good and smells good and the dogs will love it....but Little Prince will only be getting a bag of this  maybe once a year if that.<br /><br />Just NOT enough nutrition for him in the ingredients."	1	1
		A39WWMBA0299ZF	Yummy Energy Candy That You Can Easily Carry With You	"Ambrosoli-Honees Energy Plus Vitamin Caramel ""drops"" are really more like candy. They are hard and rectangular. The outside candy has a nice caramel taste. The inside is a gooey, liquid and delicious honey. They are really tasty and I found that they did give me a decent amount of energy and did not make me jittery. I tested these drops out on a day when I only had two hours of sleep. I had one drop in the morning and one a few hours later. The only caffeine I had was in the form of some diet tea. They definitely helped me to stay awake.<br /><br />One package contains 9 ""drops"". While the serving size is 1 piece, three drops equal 100% of your daily value of Vitamins B6, B12 and C. While this may be a great way to get your vitamins and energy, they do have a down side. Each piece contains 5gm of Carbs and 5gm of Sugar. I really hope that they make a sugar free version of these in the future because they are great other than this. The drops are also caffeine free.<br /><br />Ingredients: Sugar, Corn Syrup, Milk, Honey, Butter, Natural Flavors, Vitamin B6, Vitamin B12, Vitamin C. **PLEASE NOTE THESE DROPS CONTAIN MILK. IF YOU ARE LACTOSE INTOLERANT, YOU WILL NOT BE ABLE TO TAKE THEM**<br /><br />I love that I can toss these into my purse and have something with me that will really give me energy. As long as the carbs and sugar are not an issue for you, I highly recommend them. One pack will last you 3-9 days depending on how often you take them, at the current Amazon price (10/25/11), they are a little over $1.15 for a pack of 9. So, they are also a cheap way to get energy.<br /><br />PROS:<br />*great price for an energy product<br />*great tasting<br />*they give you a decent amount of energy<br />*you get 100% of your daily value of Vitamins B6, B12 and Vitamin C with 3 drops<br />*highly portable/small<br />*No caffeine or harmful additives<br />*May take care of your sugar fix and give you motivation to get off your booty at the same time :<br /><br />CONS:<br />*5gm of sugar each drop<br />*5gm of carbs each drop<br />*Hard on your teeth since they are hard candy & sugary"	0	0
		A18ML94Q2GHJL5	Great tasting gum	I was interested in trying out the Stride gum---it's really great.  The flavor changes from one fruit to another.  I like Stride because the flavor does not fade a way quickly---it lasts and lasts.  I recommend it highly.<br />I ordered it through Amazon and it was shipped to me in a short time-- which pleased me.	2	0
		ALJF9BX26OBV4	Just meh, nothing overly special	I had such high hopes for these but, as another reviewer noted, they taste no different than store-bought maraschino cherries.  As an added bonus for the store-bought variety, you don't have to wait very long to enjoy them, whereas these will take a couple of days to be processed and even more time before they arrive at your door.	2	0
		A30TWWSW3PEPS6	Pleasantly Suprised!	"After reading numerous reviews on these beans from JRmushroom and debating on whether or not I really needed them, I finally decided to just go ahead and order. At my local grocery store 1 woody, dried out bean is $7.99! These beans arrived 2 days after I ordered them and the quality is amazing. All of the beans are 6-8 inches long, juicy, plump and full of seeds. They have oily skin (as vanilla beans should) and the aroma is divine. I made vanilla bean cupcakes and vanilla bean ice cream and started homemade extract(half of this pack, about 22 beans). These beans are perfect. I can't believe the quality for the price. If you are debating, go for it. You won't regret it!<br /><br />******UPDATE*******<br />I am still just as pleased with these beans as I was when I first got them. After 3 months of maturation, my homemade vanilla extract is excellent! Dark brown and slightly ""syrupy"" and it will only get better with age. Total price of the beans used in the extract (22 whole beans, split ~$10.00) and the alcohol (smirnoff vodka750 ml. ~$9.00) just under $20.00 produced an entire quart/32 ouces of fantastic extract and seeing as the ""pure"" vanilla extract in my grocery is about $6.00 per 2 oz. bottle the savings is tremendous. I would still be saving a fair amount if I purchased vanilla in bulk (like at Costco.) It is simply a win-win."	26	0
		ABO82IA37014J	Yep, They Changed the Formula...	This cereal has changed for the gross.  I didn't buy my latest can on Amaon, rather Target, so it's obviously a Happy Bellies issue & not Amazon.  The color of the cereal is a nasty grey/green and it smells awful.  I was wondering why my babies weren't really that enthusiastic about eating.  I like the added DHA & probiotics, but looks like I'll be going back to Earth's Best Oatmeal cereal.  Another company trying to skimp out on high quality ingredients, just to make a quick buck.	0	1
		A1K69BBLY0NVOW	Good dietary supplement for an older person...	I worry about my mom not eating enough, and these are similar to a candy bar, but full of protein.  It's a great item for the fussy eater.  I ate one myself, and though the filling is a little powdery, it's quite tasty.  I just wish they'd mix a variety of flavors in the bulk box, but I would definately order again.  Price is quite reasonable.	1	0
		A1M36LA2KC8LZ8	THESE ARE *NOT* K-CUPS!	Come on, Amazon - correct the description for this product or correct the search feature so these don't come up as K-cups. I'll go to Bed, Bath and Beyond for these... and maybe the rest of my K-cup needs as Amazon just isn't getting the job done here.<br /><br />(And yes, before the trolls start in on me for not reading, I understand I should have read every word on the page - but honestly... who has time for that, lol?)	0	1
		A1ZO8U6TXO2UA6	I Love the Pomegranate Tea	I started drinking Bigelow Tea a few years ago when I gave up drinking diet soda.  This tea is so good.  I love the Pomegranate flavor and the little caffeine boost as it is Black Tea.  I also bought the Pomegranate Green Tea and make a big mug using both.  Really good.  6 Boxes.	0	0
		A1FNCMOQ86GPHY	Great snack for on the go moms!	I loved this!  I am a vegetarian and a mom that loves to have something in her purse for weak moments!  This totally fits the bill.  I looked on the Primal Spirit website before ordering to see the differences in nutritional content between all of the flavors and I was surprised that there was quite a difference.  I ended up choosing the Texas Barbecue because it equaled 2 Weight Watchers points and was the lowest in calories.  They are definitely pricey but in my mind totally worth it.  A lot come in a box and they are a great snack to carry with you!	1	0
		A3MTP53DCCF87N	Caveat Emptor, All Over Again	"The Product Description on Amazon's web site says: ""Small granules of dehydrated California garlic with the intensity of fresh garlic.""  The label on the product itself says ""Product of China""  The fact that the product label also says ""Packed in USA"" fails to mitigate what appears to be deceptive advertising.  I'm not going to fool with this any more; Lord knows what's actually in the bottle.  It goes into the garbage.  Henceforth, unless Amazon states clearly the Country of Origin, I'll pass on their products."	3	4
		A1W415JP5WEAJK	Perfect for Bread Machine	"The first time I use a recipe in my bread machine, I always check to see if it needs adjusting. This one did not - it was perfect the very first time.<br /><br />It made a wonderful loaf of bread which raised very well and had a good texture. It was very moist and very light. I used the 1 1/2 pound setting on my 2 pound machine and set it on light crust. From the amount of raising I had, I suspect a 1 1/2 pound machine pan MIGHT just be a bit too small for this particular bread.<br /><br />What I love about it is the fact that even though it is white bread, it uses unbleached flour, making it healthier. In fact, the ingredients on this mix are all healthy choices ...<br /><br />Here's the ingredients:<br />Unbleached and enriched flour (wheat flour, malted barley flour, niacin, iron, thiamine, riboflavin, folic acid), sugar, vital wheat gluten, soy flour, salt, and Vitamin C. The enclosed yeast is ""Fast-Rise"" yeast.<br /><br />I not only would recommend this to a friend, but have already sent some to my daughter."	0	0
		A2R9RLT7XWRC3	Miracle Dog Food	I cannot say enough good stuff about this dog food.  I've been using this dog food for over 10 years and it has been difficult at best to find.  I'm so glad to see it on amazon!<br /><br />My 8 yo 50 lb. mutt was showing signs of age, sleeping a lot, and basically not much else.  My vet asked what I fed him and I told him Science Diet.  He said - well that's a good food.  I was then turned onto this food (for my 65+ lb lab) and I noticed an enormous difference in my mutt.  He became the fun active dog I'd always known him to be and basically stayed that way till he died at 15.5 years old.  I totally attribute his activity and long life to this food.<br /><br />My lab was always active so in all honesty I did not notice any changes in her.  The food is dosed with glucosamine and chondroitin for healthy joints - which is a nice to have when you have larger breed dogs that sometimes have joint problems.	1	0
		A102LGENFE31YQ	Just too Tiny!!	These do taste great but they are so small! I was thinking of the size in vending machines at work. The kids love em and they will be great for stocking stuffers.	0	0
		A30MZTTFXOG5FI	Gluten-free flour	My daughter can't eat anything with gluten. She was feeling bad because she loves fruitcake. I made some using this flour. I tasted great; almost impossible to tell that it did not contain flour. The only problem is keeping the bread from drying out by the next day, even in the case of fruitcake which have more liquid than most breads.	5	0
		A2ZXT6MSWISDXT	Stevia Extract	I use stevia extract every day instead of sugar. This product is dependable. By the pound, it is far cheaper than the 1 ounce bottles sold in stores. I cook for diabetic people and this eliminates the sugar problem. It arrived promptly and in perfect condition. I will buy again.<br />For those unfamiliar with the amount to use - use 1/2 teaspoon of extract instead of 1 cup of granulated sugar.	33	0
		A2YQ2ZI65F37N8	Yummy	Delicious cereal that is lightly sweet.  It reminds me of Lucky Charms, without all the sugar and no marshmallows.  Or a lightly sweet box of Cheerios.	0	0
		A1UC50DYFPSXYD	LOVE this!	I drink my coffee black,so quality is a must! This is an excellent medium roast with a smooth consistency and perfect amount of kick. I love all the Wolfgan Puck coffee k-cups, but this is absolutely my favorite!	0	0
		A1KMO08LPL7Y18	GUILT-FREE PeanutButter!  Who Knew?	This is a GREAT alternative to peanutbutter for those watching fat, carbs or calories.  Comparing 190 calories for 2 TBLS to 15 calories for PB2, is unbelievable.  I've even bought this as a gift for ladies working to slim down before weddings.  My husband can add as much as he cares to his protein shakes and I mix it for an apple dip.  I tastes like peanutbutter, because IT IS.  They have just pressed the fat out.  Definite staple for the shelf.  I would have given it 5 stars, but I like the PBS chocolate powdered peanut butter even better.	1	0
		A3FBKX448IBRXA	A+	"I received a mini version popcorn machine of what you would find in the theater for Christmas.  I have been trying to go ""green"" or organic as much as possible in my life.  I was very surprised by this popcorn.  Its very fluffy and light and has the perfect amount of crunch for me.  The amount you get from amazon is a very good deal price wise.  I would highly recommend."	4	0
		A3EJ6WO2Y4KEJP	Taste, Cost and Convenience	I live in New York City and while there are a lot of cafe's selling their beans, they can be somewhat expensive and not always convenient to go to.<br /><br />I came across these beans and with the subscribe and save option, it makes sense economically.  Also, having the beans shipped to my doorstep adds convenience.<br /><br />I have a Saeco Aroma machine with a pressurized portafilter.  I am by no means an espresso connoisseur.  These beans do the job.  I make a delicious cappuccino or latte with these beans.	0	0
		A2W3MVZ6TIBM31	The Best Chicken Barz EVER!!!!	ok so i have a dachsund....hes a mini but he weighs around 20 pounds because he is very long.....he is very crazy and also very picky....about people and food lol. Well, i used to get the chicken kabobs sold by smokehouse but i recently tried these and my dog begs for them.....when he gets one he gets so excited and chews it right up.....they break nice and easy too so he doesnt have a hard time chewing them like other dog products such as greenies and jumbones. If you have a dog that you love and chrerish and he or she means the world to you?? BUY THEM THESE THEY DESERVE IT!!!!!! I will be buying and buying till there is no more of these because i dont know anywhere in MA. that sells them....best product ever and its MADE IN THE USA!!!!!!	4	0
		A1XKRZGSM21W8J	delicious smell	I keep buying the Tahitian Vanilla. It is VERY Fragrant! Everything I make with this vanilla is BETTER! My friends LOVE all my cooking. You cannot compare the cheap brand you buy at the supermarket. Life is too short to eat bad food!	0	0
		A1FS8B91NI4J3Y	Amazing product	So I've never had this before. But my girlfriend kept on going on and on and on about how delicious this is.<br /><br />After a month of searching for a way to get it here in the US, I finally found a seller on Amazon.<br /><br />So, it's very interesting. The inside consistency is that of malt balls, however, the taste is nothing like malt balls. It's a combination of honey and sweet nougat (like the inside of a snickers bar (minus the caramel, peanuts of course)).<br /><br />I really like it. I'd recommend this to anyone. It's a shame it's not sold in stores here, I think it'd do quite well	4	0
		AHQ73C1PV7FDC	Fresh, yummy	Packaged nicely.  Arrived at my California home fresh.  Tasty, just as I remember when I lived in Maryland and could buy them at the supermarket.	0	0
		A3HBFUNC6KKNPJ	Good Coffee in Easy-to Brew Form	I have tried the various types of Senseo coffee and like the Columbian coffee the best, followed by the Kona Blend second.  I like to make a single cup of coffee two or three times a day, and these Senseo pods are perfect for this purpose.  The coffee is very good, and the ease of preparation and clean up is ideal.	0	0
		AOUZ30L5493IM	My new favorite coffee	I used to drink Newman's Special Blend or Starbucks Sumatra but this is at least as good and cheaper. I'll spring for the 80-cup box this time.	0	0
		A29ES5PXIOSU9H	good, but...	If you've never tried this chocolate before, you'll be surprised how good the unlikely combination of chocolate with a bit of grainy sea salt can taste. It is considered dark chocolate but its 47% cocoa content is less than most darks - so it might be overly sweet if you're a fan of really dark chocolate. It has a bit of a milk toffee flavor. It's good enough that it's still one of my favorites. In comparison, Ghirardelli Intense Dark Sea Salt Soiree is similar but even better in my opinion...it uses more fully-flavored chocolate as well as almond bits.	1	0
		A3QTZ4APZVX6O3	Really fast	These appeared in my mailbox, before I knew it.<br />Nice little ziploc bags filled with seeds, so I don't have to worry about a pre sealed cheap bag, and finding a container to put them in, it's already done. Very cool, I thought.<br /> Just planted them, and can tell they're fresh, by their plump, healthy apperance.<br />What I do is get some small pots, small enough for space, but big enough so, she doesn't knock it over when she eats and pulls at the  the grass,<br />Then, plant them about an inch, or two under moist/damp soil. Keep it moist, and give it plenty of light. Wait about a week or two, and it's long enough to tear off and chew, 7 inches, or so.<br /> I rotate a few pots so she never runs out. Really helps keep her healthy, and the cats love the grass!	1	0
		AM2OFTHCMHC5I	Excellent snack	As babies start to teeth they tend to want snacks like these that can be a bit more appettizing than a plastic teething ring.  They can even be a good source of vitamins for that picky vegetable eater.  Have ordered them several times in bulk.	0	0
		A2T1BMGPXVJCRI	Lighter than I expected...	I can't really say anything bad about this tea. Its quite good, but didn't line up with my expectations. I expected this tea to be a bit more full-bodied, but instead, it is a very light, airy flavor that goes well with a good dose of honey. If you're looking for a more flavorful experience, try the Sweet & Spicy variety, but if you're looking for a light, relaxing tea, this one will do just fine.	0	0
		A13H2ZRENPV9E	yum!	"The taste is the way I like ""mocha"" strong coffee and strong chocolate flavors reminiscent of a fusion of dark chocolate, milk chocolate (because of cream I added).<br /><br />There is a slight yet not totally unpleasant, bitter aftertaste on the back right side of my tongue - but not enough to prevent me from making this my morning go to coffee.<br /><br />Coffee and chocolate... yum!"	0	0
		A8K9YKFA0WPZK	Excellent	"Great taste, Organic, Flavorful, and a little ""zip"" give this Salsa the 2 thumbs up from me. Ive been looking for something organic yet tasty andf this is by far the best!!<br /> Get it, eat it...you wont be disappointed!"	1	0
		A2SYSQ7CQXQXW8	kona coffee is the best	single serves or a little highter but to me worth it because i can make one cup at a time	0	0
		A22M5KLCKAJTT	perfection	I love this garlic gold packed in olive oil.  It is perfect for dipping crusty bread, serving with fresh mozarella and basil.  The garlic has a little crunch to it.  It is wonderful	1	0
		AO5CK30V7PZJB	Boring	I am so disappointed in this coffee. I would have thought that Wolfgang could muster up a great cup of decaf, but this is bland, boring, and no way to finish a great meal if you love coffee. If you like generic american coffee with no punch, no hint of a darker roast this may be for you. But for those of us that love a GREAT cup of joe this ain't the brand to buy. What do I do with it now???	1	1
		A11NMY7BK57T6E	fishy smell!	Even though this product is more expensive the than original recipe, my dog doesn't like it as much. I personally think it smells really fishy too!	0	0
		A1K48E5D6GEE12	Love them apples!	Love that these are organic!  The taste is very good!  Very good value for all that you get!  Will order again!!	0	0
		AH9MUK2Z52V6N	Very good cherry taste, but a little too sweet	My family and I recently tasted this Switch drink (as well as the Strawberry Kiwi) flavor.  I found the cherry taste: noticeable taste without being overpowering.  My husband did not agree with me and thought the Kiwi flavor was better.<br /><br />I did find this drink to be very sweet, even without the added sugars.  It would probably be delicious in a mixed drink or with lemon-lime soda as a spritzer, but I didn't have any hand to try it out.<br /><br />Although I found it flavorful, I probably would not buy this drink, and especially not as a substitute for soft drink for the kids.	0	0
		A1LSDP333LQSUV	Olive Salad by Boscoli Foods	This olive mix is simply wonderful! I serve it with small breads or on crackers, it's a hit with everyone that has eaten it at my parties, I highly recommend it to you!  Nancy in CA.	3	0
		A2HD6G443MGH2A	I gotta admit, these are great.	I first came across these while buying a variety of treats and toys for my new Australian Shepherd puppy. The lack of fillers and bad stuff, and very simple (essentials only) ingredients list was impressive.<br /><br />My dog loves these, and they have been very helpful for training purposes. As soon as he hears me open the bag, he comes and sits and waits in anticipation.<br /><br />They are slightly dry, which may account for some slight constipation, but like anything, treats should be given in small quantities and in moderation.<br /><br />My only real disappointment with these treats (and this apparently applies to all treats made by this company) is that they are made in China. While this isn't necessarily everything, if it were not for the great bullet point list of qualities these treats have, I would be looking for a US-manufactured product.<br /><br />It is my understanding (based on statements by Dogswell) that their China-based facilities are highly inspected, etc.  Hopefully, this is true, but there's no real way to know without flying to China to take a look.<br /><br />Either way, if Dogswell were to move its<br />Manufacturing to the US, and keep or even improve its standards, I would give these treats a 5+ rating, as the concept is really great, and my puppy loves them.<br /><br />Hopefully, the company will consider doing this soon.	2	0
		A330A0MM5MD6TA	HAPPY CAMPER	VERY GOOD PRODUCT TO TAKE ANYWHERE OR NO WHERE. EXCEELLENY FISH AND SPEEDY DELIVERY THANKS ALL STEVE	0	0
		A3AGNSUSDXX21K	Great Product	I love this supplement! It has helped me with stress and to improve the quality of my sleep. I feel that it also helps with muscle aches after working out.	1	0
		A35IRGNSMF279B	GOOD PRODUCT	I WAS SATISFIED WITH THIS PURCHASE, BUT FEEL THAT THE PRICE IS HIGH CONSIDERING YOU ARE BUYING VOLUME.	1	2
		A2CGB4EHNRZC3N	MMM Good!	I love this Raw Cane Sugar so much that we order it by the case now.  It taste really good.  I like that it is also a Fair Trade item which means that the people harvesting, shipping etc. is getting a fair wage.  Thank you for making such a good product.	0	0
		A5EOE58A3U2VN	Atrocious ...	This product is not environmentally sensitive ... you will put it in the trash after one cup. Thus, thousands of years from now, your mistake will endure!!	0	1
		A3EZXHQLZXK08T	Another cup of joe...	"Wow! What an amazing deal! Thanks to the incredibly wide scope of Amazon's ""Always please the customer!"" thinking, I'm subscribing to a monthly delivery of a 5-pound bag of totally awesome fresh Dark Sumatra coffee beans (from Coffee Bean Direct Coffee Roasters). These fresh-roasted beans make an exceptionally terrific, totally smooth, rich and deliciously tasty cup of coffee, some of the very best ever. And the price is just right. With Amazon's flexible coffee bean subscription plan, I get the freshest beans exactly when I want and need them, I don't have to fret about going to the coffee store or market or running out of anything. I just grind my fresh aromatic beans before bed each night and I have absolutely fabulous hot Dark Sumatran coffee the next morning. These fresh beans are so richly aromatic that my [non coffee drinking] partner likes to grind and set-up the coffee at night just so he can enjoy these Dark Sumatra beans in his own fashion.<br /><br />Amazon.com sends me my 5-pound bag of fresh roasted beans promptly each and every month. I can suspend my order or purchase more beans, change my delivery dates and of course, I can always choose from Coffee Bean Direct Coffee Roasters' excellent stock of the very best fresh-roasted coffee beans available from almost anywhere in the world.<br /><br />I once lived in Hawaii's famed Kona coffee district and had my own absolutely fresh, just picked-off-the-tree coffee beans from my own trees, I could roast those fresh, tasty Kona beans myself whenever and however I wanted. This was a totally unique coffee lovers' experience, but Coffee Bean Direct Coffee Roasters' coming straight to my door courtesy of Amazon.com expertise is just as awesome and a lot less messy and time-consuming. I have the worlds' best coffee from the worlds' best retailer every month with absolutely no fuss.<br /><br />Please Amazon.com, find a way to stop by in the mornings, brew and serve some of my deliciously hot Dark Sumatra coffee (don't forget to wash the pot and used cup please!), that would be almost perfection. Oh, and did I mention making fresh, hot scones?<br /><br />Maybe?<br /><br />Thank you Amazon.com, you've changed the way I shop! And it's great!"	0	1
		A29SA1GYR78W2I	My dog LOVES the chicken Zuke's treats!	"My dog can be picky when it comes to treats and I always worry it's going to be a waste when I buy a new treat for her, but this product looked good and the description was in line with the kind of thing I like to feed her so I wanted to give it a try.  I don't want a bunch of filler or weird chemicals for my dog and thankfully there are a few companies out there that seem to agree, Zuke's being one of them.  In my opinion, the price is fair for the quality you receive and I never buy low-end dog treats anyway, so it seemed like a good deal in comparison to the prices I usually pay.  My dog LOVED these treats and ran to her treat jar hoping to get one ALL the time when we had some of these in there.  She ""asks"" for treats less often when it's something else in there like rawhides.  So, we both give this product 5 stars and we'll definitely be ordering them again as well as trying out the other varieties.  :)"	1	0
		A2LYEJGO7MO8IG	Excellent and healthy product.  Enjoy it much!	I HAVE ONE OR TWO CUPS OF THIS TEA A DAY.  I BELIEVE THAT IT HELPS MY DIGESTION AS WELL AS MY OVERALL HEALTH.	2	1
		A31N6KB160O508	Not bad but a little hard to get used to	My husband likes these a lot. They are a bit different to get used to as they are less greasy and salty in taste than the usual chips you buy. They are more browner than I would like to see and the chips are pretty sturdy in texture. Not bad, though. Just takes getting used to eating chips better for your health. They do have about 1/2 the calories in fat, however.	0	0
