sentiment	productId	userId	summary	text	helpfulY	helpfulN
1	B001D0DMME	A1LFSTBR7L7PUT	a bit of heaven in a bar	We are on a special diet and there are very few bars that are healthy and have no ingredients that are bad for us.  This is one of them.  This is also incredibly delicious.  My husband, who has a lot of trouble chewing, says these bars are so good he doesn't mind the effort it takes to eat one!<br /><br />I've ordered these twice, but now that hubby has found out how good they are we might be ordering 2 boxes at a time in the future.<br /><br />If you want a quick pick-me-up snack that is healthy and tastes better than most candy, try these!	0	0
1	B000WL39JQ	A1C3NFO4NTCWG7	Good Variety	I ordered this assorted variety candy bar set. I liked it alot and would for sure order again. It came on time and no issuse at all with the order.	5	1
1	B0006M13X0	A1J2TAASDRXSE6	Best dog food--no ear infections	Before my oldest golden started eating this food he got a lot of ear infections. He ate grain free food, but he still got them. Both my dogs like this food and their coats are nice and shiny and their ears are super clean. I really recommend it.<br /><br />While you can get it for $1 cheaper on other sites, you pay $18 for shipping.<br /><br />I only wish Amazon had more than 3 bags of it each time!	0	0
1	B000HJ7AIY	A3PP3ZRJBWZYRL	Do what it says	It definitely works.  Be sure to read the package carefully and follow up with frequent cleaning of the effected area.	0	0
-1	B000IEFVX4	AA2UPO06AMW9Z	Not currants	Given the cost, I had finally believed that I had found dried currants.  Wrong; they got me again - they sold me Zante raisins and NOT currants.	16	1
1	B003D4MW38	AQXJM6TILVEDY	Excellent	I've come to trust the Stash brand, among only a few others due to its consistently excellent product line and variety.  I was initially a fan of English Breakfast tea, but was introduced to Irish Breakfast tea some time back.  A slightly thicker liquor produced than does English Breakfast, it mixes well with a variety of items (sugar and milk are recommended, but certain alcoholic bases or mixers sit quite nicely if you want to switch up the classic Hot Toddy concept or use Kahlua instead of sugar), and has an even stronger aroma and flavor than your regular black tea.<br /><br />If you're a fan of weaker brews where one or two dunks is good enough, this is not for you.  I tend to steep this for a long while (tea experts would call me nuts for doing this as it could scald and alter the flavor of the leaves), but I love the strength of the brew afterwards.  This is great to have on-the-go, too, and hearty to drink if you're ill and require a lot of liquids.	13	0
1	B000G6RYNE	AKMEY1BSHSDG7	Crunch. Wow!	Not too salty like regular supermarket chips, this is a snack that will not overwhelm you with guilt! When you just gotta have some chips, Kettle Chips Lightly Salted chips are the what you've been searching for.<br /><br />There's no cholesterol, no trans fats, no artificial anything -- and because of the manufacturing process, they actually seem to have kind of a home-made quality.<br /><br />This is an excellent product!	1	0
-1	B004FEJ968	AZ4Q3VAK6CIJS	C+ Concensus on Crispy Cranberry Cookie	First impression: meh. I sampled a few more, and the flavor kind of grew on me. You can taste all the ingredients you're supposed to notice--oats, cranberries, a little hint of citrus. Then I tried it with my coffee, and it was GOOD.<br /><br />I think that's the key--other reviewers have noted that tea or coffee goes great with this snack. It's not something you can mindlessly shove into your mouth while watching reality shows, not that I ever do that, but if you need a little treat in the afternoon, it's tasty with a cup of joe.<br /><br />The cranberries made this chewy, which was a nice combination (like pinwheel cookies). Putting two textures together can be tricky, and if not done correctly, is a real turn-off for me. But here the crunchy/chewy textures enhance each other.<br /><br />My family tasted these, as well. One of my kids liked the cookie but thought the calorie count a little high for a serving of three (140 calories). Not a big deal, but if you're going for the health-conscious crowd, that may be a little too steep. Other household members said these cookies were average, but then they lean toward big gooey chocolate desserts.<br /><br />So try these--but don't forget to fire up Mr. Coffee first.	0	0
1	B000XSCXIG	A3A53A50YEIR2A	Cinnamon Sensation	This tea has a superb taste.  I actually look forward to drinking this tea with my dinner.  Now that it is summer I drink is as an iced tea, but this is also a very delicious hot drink too!  I use splenda and fresh mint when I brew it.  Fabulous!	0	0
1	B000G7TC38	A2API8M3OQ68EG	A great, low fat product	Was looking for a low fat/no fat pretzel and this one was recommended by the Slim Fast diet plan.  Well, my husband (who is not on a diet, of course) loves them, too!	3	0
1	B00014JYNO	A2CTIAQMDM6LDP	A healthy alternative	I have a terrible sweet tooth, and these are a great alternative to cookies or cake. Losing weight has been easier with these.	0	0
1	B006N3HYDE	AW38C6L08OLP4	nice	I love Bigelow tea. It is hard to find decaf tea for k-cups. This is a very tasty tea.	1	0
1	B00248EE4O	A1MFG9E45RX5OW	Fantastic !	The texture and flavor is wonderful!<br />This is great with salsa or other dips - or just by themselves.<br />Lower in sodium than the average tortilla chip and gluten free.  Amazon's bulk price is the best! :)	0	0
-1	B0009YD7P2	A3MKRHXADWES1Z	Well..	I guess I wasnt expecting to pay over 15 bucks at the end of this purchase for one bottle, I guess the picture on this product threw me off.  After shipping-you are paying this amount-look around you can find it here on amazon for about 7 plus free shipping.  What a waste.	0	1
1	B005K4Q37A	A2ULZQ6VFL2MCD	Grove Square Cappuccino	I love this product, the taste is so rich and satisfying.<br />When your craving something sweet , this takes that edge off and only 80 calories!	0	0
1	B0001FQVCA	A3K34XYFMYAD1Z	Slurpishly good nutty chocolate	This is a really good spread! The blended nutty flavor really hits the spot. I don't just spread it on my slices of bread but made cake rolls with it! making it tasted yummier!	4	1
1	B000PY89CW	A3DEMKI51WFL68	Fun and Cool snack	This is a really cool product. For the first part you arn't paying a arm and a leg at the museums. It tastes pretty good. It is a wierd texture to explain. It is a chalky texture, but when it hits your mouth it gets creamy. Try to think its not cold frozen ice cream. its going to be like room temp. The only down side i see is the secondary wrapper inside. Its almost always broken or wripped. But, its nothing to ruin the product. Its sealed with the outside packaging. So i dont see why the other package is there. Unless its to help control the moisture.	1	0
1	B0083T6HC0	A11MQJ2XYI12RE	35 wonderful cups!  Good variety!	I was nervous about buying a sample package because we aren't big fans of the extra bold coffees but I didn't want to buy another pack of one kind and have the same 20 cups in a row.<br /><br />We received the package today and it was in a brown bag that was stapled at the top (that bag was in another box since we ordered something else too) but all the cups were in fine condition.  There were 35 different cups and surprisingly there were only a couple extra bolds.  None of the cups were expired and most had months before the did expire.  We got a lot of Grove Square (7-8) and Wolfgang Puck (4), Green Mountain (4) but the rest were pretty varied.  We got hot chocolates (we already had those and they were tasty), ciders, flavored coffees, teas, regular coffees, cappuccinos, and I think one is actually an energy booster or something (Revv?)and a couple of specialty/seasonal coffees.<br /><br />I would definitely order this pack again and recommend it if you aren't too particular about what you are looking for and just want to try a bunch of different cups.	0	0
1	B000PDWBKO	A2QZ5DZDHJSRWR	Yes, this is the stuff you're looking for.	"These little packets have everything you need to make commercial-quality popcorn.  Two pouches in each packet:  one with popcorn and flavored salt (flavacol, or something just like it), and one with that bright orange oil (solid at room temperature).  The yellow color, the flavor and the salt all find their way into the popcorn.  If you like the ""butter"" stuff they squirt on at the theater, that's a separate purchase.  You might want to consult your doctor.<br /><br />The 2.5 oz. packets are made for the baby-sized commercial-style machines, and they produce a smallish batch, about enough for one person.  I got one of these for Christmas, and now I wish I got a bigger model, at least a 4-oz. popper.  The little tub loses too many kernels during popping.  Plus, the small size makes it tough to clean and load the tub.  Anyway, the popcorn is great.  If you are an occasional popcorn eater, these packets are incredibly handy.  If you make a few batches a week, though, you might want to invest in a big tub of the oil and a box of flavacol, which should save money in the long run."	0	0
1	B007I7Z3Z0	A10PEXB6XAQ5XF	Good Taste and Easy to Mix	I drink a lot of flavored waters using the ready-to-mix packets, primarily the Crystal Light brand - I can't recall drinking a Lipton brand but, after drinking this one, I will add it to the list.<br /><br />This packet has a good flavor, although the blackberry (to me) had a hint of grape in it.  I mixed it in a 20 ounce bottle of cold water - the directions say use a 16.9 ounce bottle - and it still tasted just a bit too sweet to be called perfect.  The powdered mix is not as fine as Crystal Lite but a little thicker and coarse, so you will spend a little bit more time shaking the bottle in order to mix it properly.<br /><br />There are 10 calories per packet, even though the front of the box says 5 calories in big letters because each packet is two servings.  That's about the same as Crystal Light.  Overall, this one is pretty good and I think I will try out a few of their other flavors to add some variety.	0	0
1	B001P3NU30	A3RGRPLTOXKAAL	Vet student recommends!	I am a veterinary student and I can say I really love these chews for dogs.  They are much better quality ingredients than the rawhides in the grocery store and most dogs like them much more.  I can say from experience that my dog prefers them over those.  My dog is a medium size dog but I buy the large chews--they aren't too big and you get more for your money.  He eats them SO fast that I know he really likes them and I can feel better about the quality of what he is eating.  At the end of chewing on these, some dogs can try and swallow a piece that is too large because they are being over-zealous but as long as you keep an eye on them this shouldn't be a problem. (I think everyone who gives their dog a rawhide should be observing their dog anyway)  If you say this is a choking hazard, then so are every other rawhide chewables out there.  These are great for their teeth and they love to eat them, so what's not to like about the product?  I would highly recommend!	0	0
1	B001KUVTM2	A26YL5SCHEG6JQ	Chocolate Lovers Must have	These truffles melt in your mouth! Really!! They are wonderful!! If you love chocolate you will love these!!	0	0
1	B008JKTH2A	A3BHAM17DVGWOF	Super healthy and not sugary sweet	I love these cereal bars...the mixed nuts with protein bars are my favorite. They have the right amount of crunch and have 10gm of protein. They are definitely very heavy on 'calories from fat' but keep me full much longer than a regular cereal bar. The best part I like about these bars is that they are not extra sugary and have the right amount of sugar to just remove the blandness of the nuts. LOVE IT.	1	0
1	B000E1HVL6	A168RR8NZPBCS8	Rice Pudding	The best rice pudding product on the market.<br /><br />Great taste and easy to prepare	2	0
1	B000FAIRBO	A1NJXFN4V5AUOL	Good Olives	We have purchased these many times, & also sent them as gifts. They are very tasty but now that the price has gone sky high we will be savoring our last bag.<br />(UPDATE) Ordered these for xmas 2010 despite the price increase & they were terrible, soggy to the point of being almost rotten. I won't ever buy these again, such a shame, when they were good, they were very good.	1	0
1	B003GS5FMQ	ACCSYIXYVQZGH	Sahale Snacks	This is one of the most delicious snacks we have ever eaten.  I will order them again for sure.  The transaction went smooth and no problems with the delivery.<br />Donna	0	0
1	B000BWJYX6	A20IRC090XHLS6	Yummy Gummis	These are very very tasty and they are all individually wrapped.<br /><br />My only problem with the candy's is that out of the 12 bags they send they double up on some of the less popular flavors and leave out a few of the other flavors.. but other then that they are amazing..	9	0
1	B000BRR8VQ	AJG3NPVWJBK0R	mighty and tiny	My lab / shepherd puppy mix loves these treats and they are small enough to practice many tricks before she gets full.	0	0
1	B003M63CCW	A397JB9D917CKI	Response to the 2-star review...	"To DS Rizzi<br /><br />You might want to consider some other venue for your [yes, justifiable] rant on conventional dog foods...but please don't leave a low rating here when you aren't even referring to this product. This is an excellent dog food with high-quality ingredients and does not deserve your ""wrathful"" generalizations. It has changed my mini-schnauzer's life...no more itching, biting, or scratching from allergies, and no GI problems or loose stools [unless she gets into the cat food.] She likes the duck version the best, has almost stopped begging for human food, and we have gotten her quickly back to her ideal weight. She will eat a few kibbles at a time now--like she is enjoying and savoring her food--instead of just sucking it down like a Hoover. I am inclined to attribute that to the nutritional value of this food and its ability to actually supply her body with what it needs."	4	0
1	B000GZYAN2	A1W5UOSPSVRHQJ	good and easy	They actually seem to vary by batch. Sometimes they are excellent and sometimes they lack a little flavor. I still like them and will continue to buy. I am at about 5,000 ft and have to do the high elevation recipe modification.	0	0
1	B007JFXWRC	A2OY6P98P87047	Lipton Herbal Pyramind Tea	During the cooler months, I love to drink a good cup of tea. But there's nothing worse than getting everything ready to find that your tea bag broke and your have leaves floating in your tea. So now with the Lipton Pyramid, you won't have that problem anymore. The pyramid itself is made of a mesh material that's very strong so it won't have a problem with breaking. And the tea itself is delicious. The flavor of it was very delicate and relaxing. Overall it's a much better way to brew tea.	0	0
1	B00153SS6E	A1Z77BZWQTRIBM	Very Pleased...	"My little Cowboy is very happy with Spot's Stew.  It took us a while to find a food that worked for his ""finicky"" tummy but a friend suggested we give it a try.  Her dog, Mr. Quiggs gives it ""two paws up.""  Full of real food and the end result is easy to scoop - hey, that rhymes with poop!  Cowboy will pick out the peas (yes, there are real peas in there) and eat the rest of the food first - either he saves the best for last or he really doesn't like peas.  I'm guessing the latter.  It's a big plus that the food can be delivered to my door - thanks Amazon."	0	0
1	B0029NGY4M	AGVHHNGCXSUJE	Our kitties love this stuff!	We have two very spoiled orange tabby cats who absolutely love this food. It's not always available at our local grocery stores, and not at this good Amazon price. Please keep stocking it!	0	0
1	B0038B1EOY	A2KA3OSWQIO67I	wife's fave	"Purchased for my wife the vegan. She loves this product and uses for shakes or sprinkles on her hot cereal in the morning. She has me order more as soon as she starts getting low. On the flip side if you are a ""meat & taters"" person like myself it is an acquired taste as I don't like it much. In a nutshell....<br />Vegans & Veggie lovers = GOOD!!<br />Junk food Junkies = You could use some help"	24	2
1	B001E5E29A	A172XQT2V9YUOR	Delicious but pricey.	This is a delicious recipe and ingredients and the one I use. A bit pricy but if you don't mind the price point it makes a wonderful waffle. Combine this with a Waring Waffle maker and you could be in Waffle Heaven.	8	0
-1	B00346J8BO	A38QRSS2N41IBN	Awful	Just popped a bag of this popcorn. I was excited because i love cheddar popcorn. I opened the popped bag and dug in. Only to find that the popcorn didn't taste anything like cheddar. I can't even describe what it tasted like. Kinda antiseptic..ewww, it's awful. Through out the whole bag.	1	0
1	B000VTQB6W	A1WIB1NVR21IML	Clear skin	My Yorkshire Terrier had some skin problems when I had him on dog food brands I bought at local stores. I did some online research about possible causes and found food quaity and ingredients could be the cause. Wellness Core was recommended by several people as a good alternative. I started Charlie on Wellness and within a month no more skin issues and he actually like the food. It's dry food so helps with his teeth as well.	5	0
1	B0093NJ1MI	A1EH7UCIFC4GBH	jelly bellies/juicy pear	Jelly Beans arrived in a timely manner and were fresh.Amazon had the best price per pound then any other web site searched.	0	0
1	B0029NMQO4	A2HLWMECN2TLD8	My dogs love this food	It is so convenient to have this delivered, the only problem is I need about 1 1/2 per month, so I had to change my order to 2 per month then back to 1 then after two months back to 2.  I ran out about a week before the next shipment and had to pay more for it at the grocery store!	1	0
1	B000F0Z0T6	A3NVZTGPORNPRW	Much more efficient than small bottles	I eat scandalous amounts of red pepper on various foods (pizza and chili mostly) and I have tried a lot of different brands.  Most are of questionable quality or contain too much fine powder that induces sneezing.  Tone's Red Pepper is the good stuff.  Look no further if you take your crushed red pepper seriously.  On a side note, you can probably find this stuff cheaper at most brick-and-mortar stores that sell things (like spices, candy, whatever) in bulk.  I sure did.	1	1
1	B0006ZN538	A2C0E8KC6EQQRW	Just ordered another bag!	We decided to eat wheat free a great decision so far. We have used almond flour in the past and found it a great product. Honeyville brand is the best we have found so far.<br />It was a great texture not as fine as wheat flours but works well in many recipes.	2	0
1	B001TLY7DK	A2F2MZW8EOGH5J	Dog Luvers dream	If you have a dog that is a picky eater, well this is the dog food for you.  The local pet store can't even keep this stuff on the shelf.  My dog loves the Jammin Salmon too.	0	0
1	B000FDDEY6	A3LUA9XS9YY0M6	Best.pasta.ever	"Have been disappointed with typical store bought ""healthier"" pastas, but this brand has never let me down.  Consistency is same as traditional pastas... cooks, tastes and reheats just as well.  So much better for you too, being organic and whole wheat.  I am so pleased to have discovered this brand. I can't find it in local stores yet, so God bless amazon! We are big on healthy eating but also at having some kind of pasta at least once a week, so buying in bulk on amazon at a good price really suits our grocery buying purposes. So pleased that amazon offers so many organic choices that don't necessarily break the bank.  I buy local meat and produce from farmers, but for packaged organic foods, you can't beat amazon."	0	0
1	B002T12K24	A2OR8QYLG9WZ5M	Best, Authentic Flavor	"I bought the 4 oz. package of this last time, and compared flavors, as I'd also found some at an International Market. (We live in California and have a big Mexican foods section.) The grocery store brand was a few bucks cheaper, but we found ourselves using more to get the same amount of flavor. Also, the grocery store brand had more of an ""ashy"" flavor, as opposed to a good ""smokey"" flavor. So I'm getting the larger package this time. We add it to a ""Chipotle Potato Soup"" at The New Deli, and it's a hit."	1	0
